Date,SBER.ME,VTBR.ME,TCSG.ME
2021-08-25,324.7900085449219,0.0511500015854835,7008.0
2021-08-26,322.8900146484375,0.0502599999308586,6757.60009765625
2021-08-27,326.7900085449219,0.0507399998605251,6637.2001953125
2021-08-30,328.5299987792969,0.0519500002264976,6590.2001953125
2021-08-31,328.1400146484375,0.0529699996113777,6473.2001953125
2021-09-01,334.5,0.0529499985277652,6854.0
2021-09-02,329.010009765625,0.0528299994766712,6984.60009765625
2021-09-03,329.70001220703125,0.0522300004959106,6994.60009765625
2021-09-06,329.5899963378906,0.0540399998426437,6993.39990234375
2021-09-07,325.54998779296875,0.0537699982523918,6906.7998046875
2021-09-08,332.6000061035156,0.0536400005221366,6704.7998046875
2021-09-09,327.4700012207031,0.0530700013041496,6785.0
2021-09-10,326.8999938964844,0.0523900017142295,6820.0
2021-09-13,326.7200012207031,0.0522900000214576,6777.0
2021-09-14,327.4800109863281,0.05163000151515,6640.0
2021-09-15,332.6700134277344,0.0518499985337257,6448.60009765625
2021-09-16,326.29998779296875,0.0514100007712841,6575.0
2021-09-17,330.9200134277344,0.0513699986040592,6779.60009765625
2021-09-20,327.04998779296875,0.0501799993216991,6730.39990234375
2021-09-21,323.9100036621094,0.050000000745058,6694.2001953125
2021-09-22,327.5400085449219,0.0504599995911121,6672.0
2021-09-23,326.5599975585937,0.0507600009441375,6674.2001953125
2021-09-24,325.3399963378906,0.0510299988090992,6550.0
2021-09-27,331.8599853515625,0.0520099997520446,6421.39990234375
2021-09-28,330.70001220703125,0.0511500015854835,6214.39990234375
2021-09-29,328.1000061035156,0.0508100017905235,6381.2001953125
2021-09-30,339.1400146484375,0.0517599992454052,6662.2001953125
2021-10-01,337.5899963378906,0.0511999987065792,6790.0
2021-10-04,346.8399963378906,0.0514799989759922,6661.0
2021-10-05,363.3800048828125,0.0536400005221366,6816.0
2021-10-06,362.55999755859375,0.0537399984896183,6959.60009765625
2021-10-07,369.010009765625,0.0543799996376037,7162.7998046875
2021-10-08,372.9700012207031,0.0544500015676021,7155.0
2021-10-11,387.2000122070313,0.0562900006771087,7190.0
2021-10-12,378.6099853515625,0.0557399988174438,7341.0
2021-10-13,380.2000122070313,0.0547799989581108,7594.39990234375
